Zingzeu ID	原书汉字	轉換繁體漢字	原书拼音	轉換榕拼	释义	例句	分类	页码	左/右侧
	刺*溪	刺*溪	ts‘ie44 k‘ε44	cie55 ke55	取笑，挖苦别人		行为	1311	L
	加三码	加三碼	k21 laŋ52 ma33	g21 lang53 ma33	弄虚作假		行为	1311	L
	保削	保削	pɔ44 lyoʔ12	bo55 lyok24	爱惜，保护		行为	1311	L
	容纵	容縱	yŋ21 ʒoyŋ213	yng21 njeoyng213	纵容		行为	1311	L
	做愆	做愆	tsɔ44 k‘ieŋ44	zo55 kieng55	做孽		行为	1311	L
	做证	做證	tsɔ52 ʒeiŋ213	zo53 jeing213	设计使人上当		行为	1311	R
	做胡	做胡	tsɔ44 hu52	zo55 hu53	马虎，骗人		行为	1311	R
	做死胚	做死胚	tsɔ52 li21 βui44	zo53 li21 wui55	耍赖		行为	1311	R
	做码	做碼	tsɔ52 ma33	zo53 ma33	作弊		行为	1311	R
	做水	做水	tsɔ52 ʒy33	zo53 jy33	食物中掺水加重		行为	1311	R
	做呆	做呆	tsɔ44 ŋai52	zo55 ngai53	破罐子破摔		行为	1311	R
	做畅	做暢	tsɔ52 t‘yoŋ213	zo53 tyong213	开玩笑		行为	1311	R
	做家	做家	tsɔ44 a44	zo55 a55	节约		行为	1311	R
	拍*𰺲	拍*逿	p‘a52 tɔuŋ242	pa53 doung242	丢掉		行为	1311	R
	拍*□	拍*□	p‘a52 loyʔ12	pa53 loyk24	丢掉		行为	1311	R
	拍*无*	拍*無*	p‘a52 mɔ52	pa53 mo53	丢失		行为	1311	R
	拍*𰺲阵	拍*𰺲陣	p‘a21 lɔuŋ52 neiŋ242	pa21 loung53 neing242	迷路		行为	1311	R
	拍*𰺲𰉣	拍*𰺲𰉣	p‘a21 lɔuŋ52 nuo242	pa21 loung53 nuo242	迷路		行为	1311	R
	爆*家	爆*家	pouʔ2 ka44	bouk2 ga55	暴露，败露		行为	1311	R
	摊拍*	攤拍*	t‘aŋ52 maʔ12	tang53 mak24	排场		行为	1311	R
	无*□	無*□	mɔ44 ts‘yoʔ5	mo55 cyok5	不理 睬		行为	1311	R
	无*察	無*察	mo21 ts‘iaʔ12	mo21 ciak24	不管		行为	1311	R
	拨醒*	撥醒*	puaʔ12 ts‘iaŋ33	buak24 ciang33	经点拨醒悟		行为	1311	R
	变面*	變面*	pieŋ52 meiŋ213	bieng53 meing213	翻脸		行为	1311	R
	问*算	問*算	muoŋ52 nɔuŋ213	muong53 noung213	责问		行为	1311	R
	拍*算	拍*算	p‘a52 lɔuŋ213	pa53 loung213	打算		行为	1311	R
	褪沏*沏*	褪沏*沏*	t‘ɔuŋ21 na52 aʔ12	toung21 na53 ak24	打赤膊		行为	1311	R
	褪股马	褪股馬	t‘ɔuŋ21 ŋu24 ma33	toung21 ngu24 ma33	光臀		行为	1311	R
	学*	學*	ɔʔ5	ok5	学习；背后传话		行为	1311	R
	受治	受治	siu21 lei42	siu21 lei42	被虐待		行为	1311	R
	受怪	受怪	siu21 uai213	siu21 uai213	可怜		行为	1311	R
	定动*	定動*	tiŋ21 noyŋ242	ding21 nooyng242	动弹		行为	1311	R
	填谜	填謎	tεiŋ21 mei242	deing21 mei242	猜谜		行为	1311	R
	拍*施	拍*施	p‘a44 lie44	pa55 lie55	散落		行为	1311	R
	听喙	聽喙	t‘iaŋ52 ʒu213	tiang53 nju213	听话		行为	1311	R
	八	仈	pεiʔ12	beik24	知道		心理	1311	R
	八传	仈傳	pεiʔ2 tyoŋ52	beik2 dyong53	知道		心理	1311	R
	会八	會仈	ε242 pεiʔ12	e242 beik24	知道，懂得，认识		心理	1311	R
	𫧃八	儥仈	mε21 βεiʔ12	me21 weik24	不知道，不懂，不认识		心理	1311	R
	会捨	會捨	ε242 sia33	e242 sia33	捨得		心理	1311	R
	𫧃捨	儥捨	mε21 lia33	me21 lia33	捨不得		心理	1312	L
	八症	八癥	pεiʔ12 tseiŋ213	beik24 zeing213	识相，懂规矩		心理	1312	L
	当𫧃殆	當儥殆	tɔuŋ21 mε52 tai213	doung21 me53 dai213	受不了		心理	1312	L
	气	氣	k‘ei213	kei213	生气		心理	1312	L
	恻	惻	ts‘εiʔ12	ceik24	悲切，生气		心理	1312	L
	愁*	愁*	teu52	deu53	愁闷		心理	1312	L
	欢喜	歡喜	huaŋ52 ni33	huang53 ni33	喜欢		心理	1312	L
	见觉	見覺	kieŋ52 ŋoyʔ12	gieng53 ngoyk24	感觉		心理	1312	L
	退悔	退悔	t‘oy52 ui213	toy53 ui213	后悔		心理	1312	L
	慌瘴	慌瘴	huoŋ44 tsyoŋ44	huong55 zyong55	慌张		心理	1312	L
	苦	苦	k‘u33	ku33	发愁		心理	1312	L
	蒻	蒻	yoʔ12	yok24	疲劳，泄气		心理	1312	L
	会意	會意	hui52 ei213	hui53 ei213	理解		心理	1312	L
	𫧃会意	儥會意	mε44 hui21 ei213	me55 hui21 ei213	不理解		心理	1312	L
	惊	驚	kiaŋ44	giang55	怕		心理	1312	L
	伓惊	伓驚	iŋ44 ŋiaŋ44	ing55 ngiang55	不怕		心理	1312	L
	透骹	透骹	t‘au44 k‘a44	tau55 ka55	舒服		心理	1312	L
	念	念	nεiŋ242	neing242	想念		心理	1312	L
	安心	安心	aŋ44 niŋ44	ang55 ning55	放心		心理	1312	L
	敆壳	敆殼	kaʔ2 k‘oyʔ12	gak2 koyk24	卡壳，难缠		性状	1312	L
	平*直	平*直	paŋ44 niʔ5	bang55 nik5	整齐，诚实		性状	1312	L
	平*搭	平*搭	paŋ21 naʔ12	bang21 nak24	稳妥，周到		性状	1312	L
	平*正*	平*正*	paŋ21 ʒiaŋ213	bang21 njiang213	质地不好		性状	1312	L
	平*长*	平*長*	paŋ21 nɔuŋ52	bang21 noung53	一样长		性状	1312	L
	残	殘	ts‘iaŋ52	ciang53	心狠		性状	1312	L
	𠏋	𠏋	k‘œ52	keo53	傻，笨		性状	1312	L
	𪴯	𪴯	ŋɔuŋ242	ngoung242	傻		性状	1312	L
	恶	惡	ouʔ12	ouk24	凶		性状	1312	L
	臒	臒	oʔ12	ok24	乖，听话		性状	1312	L
	下邪	下邪	a44 lia52	a55 lia53	耍赖，占便宜		性状	1312	L
	缠绊	纏絆	tieŋ21 muaŋ242	dieng21 muang242	纠缠不清		性状	1312	L
	好高瘌	好高瘌	hɔ21 kɔ52 laʔ12	ho21 go53 lak24	自大，好表现		性状	1312	L
	呆*乇	呆*乇	ŋai21 noʔ12	ngai21 nok24	坏东西，坏蛋		性状	1312	L
	好脚	好腳	hɔ44 yoʔ12	ho55 yok24	强手		性状	1312	L
	死脚	死腳	si44 yoʔ		呆板，不灵活，不好用的脚色		性状	1312	L
	本事	本事	puoŋ44 nøy242		有本事		性状	1312	R
	墘角	墘角	kieŋ21 ŋoyʔ12		严密周到		性状	1312	R
	四角	四角	si52 koyʔ12		刻板，太认真		性状	1312	R
	利落*	利落*	li44 lɔʔ5		勤快		性状	1312	R
	定*着	定*着	tiaŋ44 tyoʔ5		老实，守规矩		性状	1312	R
	定*虫	定*蟲	tiaŋ44 t‘oyŋ52		懒惰		性状	1312	R
	细腻	細膩	sε52 nei242		小心，客气		性状	1312	R
	好疼	好疼	hɔ44 liaŋ213		可爱，和蔼		性状	1312	R
	𫦉骨	𫦉骨	leu21 ɔuʔ12		尖刻		性状	1312	R
	顽	頑	ŋuaŋ52		顽皮		性状	1312	R
	奸尻利	奸尻利	kaŋ21 iu44 lei242		吝啬		性状	1312	R
	病*净洁	病*淨潔	paŋ44 ʒiŋ21 ŋieʔ12		洁癖		性状	1312	R
	𡟑	𡟑	heu52		女人不正派		性状	1312	R
	无*定*	無*定*	mɔ21 liaŋ242		好动，不规矩		性状	1312	R
	𡟑无*定*	𡟑無*定*	heu21 mɔ21 liaŋ242		女人不正派		性状	1312	R
	臭硬	臭硬	ts‘au52 ŋεiŋ242		死硬		性状	1312	R
	假师*	假師	ka21 sa44		不懂装懂		性状	1312	R
	了离	了离	liu44 lie242		清楚，敏捷		性状	1312	R
	纳闷	難悶	naʔ12 mɔuŋ242		傻样，不清楚		性状	1312	R
	伓是胚	伓是胚	iŋ21 ni44 p‘ui44		不是好东西		性状	1312	R
	王道	王道	uog21 nɔ242		厚道，善良		性状	1312	R
	慒	慒	tsœ44		胡涂，马虎		性状	1312	R
	{橂(𠕆),𠕆}	𠕆	tεiŋ242		结实		性状	1312	R
	冇	冇	p‘aŋ213		不结实		性状	1312	R
	滥	濫	laŋ242		沾水		性状	1312	R
	烂	爛	laŋ242		煮熟、腐烂		性状	1312	R
	瘼	瘼	mouʔ12		烂糊		性状	1312	R
	燋	燋	ta44		干		性状	1312	R
	润*	潤*	nouŋ213		潮湿		性状	1312	R
	𬲕	𬲕	tsiaŋ33		味淡		性状	1312	R
	糗	糗	k‘iu213		硬		性状	1312	R
	清	清	tsiŋ44		稀		性状	1312	R
	𬇴	𬇴	kyʔ5		浓		性状	1312	R
	☐	☐	kuai44		(菜)老		性状	1312	R
	幼	幼	iu213		不成熟		性状	1312	R
	戋	戔	tsieŋ33		不成熟		性状	1312	R
	宿	宿	søyʔ12		成熟		性状	1312	R
	肥	肥	pui52		肥，胖		性状	1313	L
	𤸬	𤸬	soy44		(人)瘦		性状	1313	L
	矬	矬	tsɔ242		矮胖		性状	1313	L
	滇	滇	tieŋ242		满		性状	1313	L
	抽	抽	t‘iu44		瘦长		性状	1313	L
	生*	生*	ts‘iaŋ44		生的		性状	1313	L
	価	価	sε242		多		性状	1313	L
	稠	稠	seu52		均匀，经常		性状	1313	L
	俊	俊	tsouŋ213		美		性状	1313	L
	好疼	好疼	hɔ44 liaŋ213		可爱，漂亮		性状	1313	L
	拉查	拉查	la44 ʒia44		肮脏		性状	1313	L
	麻渣	麻渣	ma21 tsia52		肮脏		性状	1313	L
	沏*洁	沏*潔	t‘a52 εiʔ12		清洁		性状	1313	L
	闹热	鬧熱	nau44 ieʔ5		热闹		性状	1313	L
	惯势	慣勢	kεiŋ52 sie213		习惯		性状	1313	L
	盘数	盤數	puaŋ21 nou213		傻瓜，做傻事		性状	1313	L
	无*块死	無*塊死	mɔ21 noy53 si33		质差		性状	1313	L
	无*乇使*	無*乇使*	mɔ21 nɔ52 lai33		无用		性状	1313	L
	无*成*乇	無*成*乇	mɔ21 liaŋ21 nɔʔ12		不成样子		性状	1313	L
	无亥数	無亥數	mo21 ai52 lou213		没本事，没希望		性状	1313	L
	张死款	張死款	tyoŋ21 si24 k‘uaŋ33		装腔作势		性状	1313	L
	臭酸	臭酸	tsau44 sɔug44		闻出酸味		性状	1313	L
	行*时	行*時	kiaŋ21 ni52		时髦		性状	1313	L
	时式	時式	si52 leiʔ12		时兴		性状	1313	L
	无*样	無*樣	mɔ21 yoŋ242		丢脸		性状	1313	L
	玩愚	玩愚	ŋuaŋ21 ŋøy242		丢脸		性状	1313	L
	困*落*	困*落*	εiŋ44 lɔʔ5		清闲		性状	1313	L
	背	背	pui242		倒霉		性状	1313	L
	赘*闷	贅*悶	t‘ui52 mouŋ242		啰嗦		性状	1313	L
	跋摔	跋摔	puaʔ2 soyʔ12		颠簸		性状	1313	L
	白老鼠	白老鼠	pa21 lɔ24 ʒy33		分文俱无		性状	1313	L
	罔去*	罔去*	muŋ44 ŋɔ213		将就，随便		性状	1313	L
	快*脆	快*脆	k‘ε52 ʒui213		快捷		性状	1313	L
	有*硬	有*硬	u21 ŋεiŋ242		结实		性状	1313	L
	有*使*	有*使*	u21 lai33		经用		性状	1313	L
	有*影*	有*影*	u21 iaŋ33		有效		性状	1313	L
	我*	我*	ŋuai33		我		指代	1313	R
	汝	汝	ny33		你		指代	1313	R
	伊	伊	i44		他		指代	1313	R
	我*各侬	我*各儂	ŋuai33 koʔ5 noyŋ52		我们		指代	1313	R
	依家各侬	依家各儂	noyŋ44 ŋa44 kɔʔ5 noyŋ52		咱们		指代	1313	R
	汝各侬	汝各儂	ny33 koʔ5 noyŋ52		你们		指代	1313	R
	伊各侬	伊各儂	i44 koʔ5 noyŋ52		他们		指代	1313	R
	大家侬	大家儂	tai21 a44 noyŋ52		大家		指代	1313	R
	自家	自家	tsi44 a44		自己		指代	1313	R
	别侬	別儂	pieʔ12 noyŋ52		别人		指代	1313	R
	这只*	這只*	tsi21 ʒieʔ12		这个		指代	1313	R
	□只*	□只*	hi21 (hie21) ʒieʔ12		那个		指代	1313	R
	者辰候	者辰候	tsia44 lεiŋ21 ŋau242		这时候		指代	1313	R
	□辰候	□辰候	hia44 lεiŋ21 ŋau242		那时候		指代	1313	R
	□□	□□	tsu44 uai213		这里		指代	1313	R
	□□	□□	hu44 uai213		那里		指代	1313	R
	这𣆯	這𣆯	tsi21 ɔuŋ52		这么久		指代	1313	R
	□𣆯	□𣆯	hi21 (hie21) ɔuŋ52		那么久		指代	1313	R
	蒋款	蔣款	tsyoŋ24 ŋuaŋ33		这样		指代	1313	R
	响款	響款	hyoŋ24 uaŋ33		那样		指代	1313	R
	□侬	□儂	tœ44 loyŋ52		谁		指代	1313	R
	什乇侬	什乇儂	sieʔ2 nɔ44 noyŋ52		什么人		指代	1313	R
	乇侬	乇儂	nɔ44 noyŋ52		什么人		指代	1313	R
	乜候	乜候	mieʔ5 ŋau242		什么时候		指代	1313	R
	乇辰候	乇辰候	nɔ44 lεiŋ21 ŋau242		什么时候		指代	1313	R
	乇事*计	乇事*計	nɔ44 lai21 ie213		什么事情，干什么		指代	1313	R
	□□	□□	taŋ24 nœ33		哪里		指代	1313	R
	□蜀*只*	□蜀*只*	taŋ44 nyo21 ʒieʔ12		哪一个		指代	1313	R
	□蜀间	□蜀間	taŋ44 nyo44 aŋ44		哪一间		指代	1313	R
	这□讲	這□講	tsie44 nie44 kɔuŋ33		怎么讲，怎样讲		指代	1313	R
	蒋讲	蔣講	tsyoŋ24 ŋɔuŋ33		怎么		指代	1313	R
	蒋其	蔣其	tsyoŋ21 ŋi52		怎样，怎么样		指代	1313	R
	偌夥	偌夥	nyo21 uai242		多少		指代	1313	R
	偌価	偌価	nyo21 lε242		多少		指代	1313	R
	偌夥価	偌夥価	nyo21 uai21 sε242		多少		指代	1313	R
	偌大	偌大	nyo21 tuai242		多大		指代	1314	L
	偌夥大	偌夥大	nyo44 uai21 tuai242		多大		指代	1314	L
	偌𣆯	偌𣆯	nyo21 ɔuŋ52		多久		指代	1314	L
	偌夥𣆯	偌夥𣆯	nyɔ44 uai44 ɔuŋ52		多久		指代	1314	L
	偌夥侬	偌夥儂	nyɔ44 uai44 noyŋ52		多少人		指代	1314	L
	几*只*侬	幾*只*儂	kui44 ʒieʔ12 noyŋ52		几个人		指代	1314	L
	偌夥件	偌夥件	nyo44 uai21 yoŋ242		多少件		指代	1314	L
	几*件	幾*件	kui44 yoŋ242		几件		指代	1314	L
	一	一	eiʔ12		一		数量	1314	L
	蜀*	蜀*	syoʔ5		一		数量	1314	L
	二	二	nei242		二		数量	1314	L
	两	兩	laŋ242		两		数量	1314	L
	三	三	saŋ44		三		数量	1314	L
	四	四	sei213		四		数量	1314	L
	五	五	ŋou242		五		数量	1314	L
	六	六	loyʔ5		六		数量	1314	L
	七	七	ts‘eiʔ12		七		数量	1314	L
	八	八	pεiʔ12		八		数量	1314	L
	九	九	kau33		九		数量	1314	L
	十	十	sεiʔ5		十		数量	1314	L
	二十	二十	ni44 leiʔ5		二十		数量	1314	L
	廿一	廿一	nieʔ5 eiʔ12		二十一		数量	1314	L
	百	百	paʔ12		百		数量	1314	L
	千	千	ts‘ieŋ44		千		数量	1314	L
	万	萬	uaŋ242		万		数量	1314	L
	亿	億	ei213		亿		数量	1314	L
	菩	菩	puo52		朵	蜀*(一)～花	数量	1314	L
	只	隻	tsieʔ12		个	蜀*(一)～侬(人)	数量	1314	L
	头	頭	t‘au52		只	蜀*(一)～猪	数量	1314	L
	把	把	pa33		枝	蜀*(一)～笔	数量	1314	R
	条	條	teu52		根	蜀*(一)～竹(竹子)	数量	1314	R
	蔸	蔸	tau44		株	蜀*(一)～树	数量	1314	R
	块	塊	toy213		件	蜀*(一)～衣裳(衣服)	数量	1314	R
	奇	奇	k‘ia44		只	蜀*(一)～鞋	数量	1314	R
	喙	喙	ts‘ui213		口	蜀*(一)～饭	数量	1314	R
	架	架	ka213		块	蜀*(一)～手表	数量	1314	R
	落	落	loʔ5		座	蜀*(一)～厝(房子)	数量	1314	R
	厝	厝	ts‘uo213		家	蜀*(一)～侬(人)	数量	1314	R
	堵	堵	tu33		间	蜀*(一)～房间	数量	1314	R
	箬	箬	nyoʔ5		叶	蜀*(一)～树箬(树叶)	数量	1314	R
	条	條	teu52		条	蜀*(一)～手巾(手帕)	数量	1314	R
	块	塊	toy213		个	蜀*(一)～杯(杯子)	数量	1314	R
	骹	骹	k‘a44		个	蜀*(一)～布袋	数量	1314	R
	只	隻	tsieʔ12		个	蜀*(一)～花瓶	数量	1314	R
	条	條	teu52		把	蜀*(一)～椅(椅子)	数量	1314	R
	架	架	ka213		辆	蜀*(一)～汽车	数量	1314	R
	张	張	t‘yoŋ44		封	蜀*(一)～批(信)	数量	1314	R
	只*	隻*	tsieʔ12		个	蜀*(一)～批袋(信封)	数量	1314	R
	□	□	pouʔ12		泡	蜀*(一)～屎	数量	1314	R
	骹	骹	k‘a44		脚	踢蜀*(一)～	数量	1314	R
	掌	掌	tsyoŋ33		巴掌	𪮋(摔)蜀*(一)～	数量	1314	R
	棍	棍	kɔuŋ213		棍子	拍*(打)蜀*(一)～	数量	1314	R
	槌	槌	t‘ui52		拳头	拍*(打)蜀*(一)～	数量	1314	R
	醒	醒	ts‘iaŋ33		觉	睏(睡)蜀*(一)～	数量	1314	R
	箸	箸	tøy242		筷子	挟(挟)蜀*(一)～	数量	1314	R
	□	□	lau52		趟	行*(走)蜀*(一)～	数量	1314	R
	喙	喙	ts‘ui213		口	啜(喝)蜀*(一)～	数量	1314	R
	蜀*𣆯	蜀*𣆯	syo44 ɔuŋ52		一会儿	来～	数量	1314	R
